"geometry_text","geometry","path_id","image_point_id","order_id","safety_avg","attractiveness_avg","business_avg","safety_stddev","attractiveness_stddev","safety_attr_diff","safety_max_diff","attr_max_diff","attractiveness_reason","safety_reason","rating_count","male_ratings","female_ratings","male_safety_avg","female_safety_avg","age_19_39_safety_avg","age_40_59_safety_avg","age_60_plus_safety_avg","age_19_39_safety_count","age_40_59_safety_count","age_60_plus_safety_count"
"POINT(974883.479 6471351.291)","0101000020110F0000EE7C3FF546C02D4177BE9FD2ADAF5841",4,1607,31,4.2,3.0,1.50,0.98,1.41,1.17,2,4,"nice cars and buildings|lovely area to live |a residential area, no place for shops","it looks nice and peaceful|nice residential area|slow traffic, narrow street",6,2,4,5.00,3.75,4.17,NULL,NULL,6,0,0
"POINT(974870.162 6471412.21)","0101000020110F0000FCA9F1522CC02D41D7A3700DBDAF5841",4,1609,33,3.1,2.3,2.13,0.83,0.71,0.88,2,2,"3 only - looks like a suburban area/ sleeping town|ugly|a residential area, no place for shops","looks similar to areas in switzerland|space",8,2,6,4.00,2.83,3.29,2.00,NULL,7,1,0
"POINT(974876.66 6471381.719)","0101000020110F00001F85EB5139C02D419318046EB5AF5841",4,1608,32,3.4,2.4,1.70,1.07,0.97,1.00,4,3,"fairly nice|trees; fresh painted houses; leafy; clean;|a residential area, no place for shops|bins|colors|not great looking","narrow street|community; residential; flats; well kept; light roads;|slow traffic, narrow street|looks busy|cars|doesn't look develiope",10,2,8,4.00,3.25,3.33,4.00,NULL,9,1,0
"POINT(974921.608 6471449.555)","0101000020110F0000A8C64B3793C02D41B81E8563C6AF5841",4,1583,36,3.4,2.8,3.38,1.06,1.02,0.63,3,4,"not eye catching|Seems pretty plain, not much going on other than residents|greenness; nice neighbourhood; |the patches on the road|colors|Seems pretty plain, not much going on other than residents|looks calm; serene|residential; cosy|good for business| fairly attractive small village|not pretty/ eye catching|there is other businees in the area|looks like a low income neighbourhood|quite quiet, suitable for some kind of shops|popular; orderly; trees; green; ","shops and cars makes you feel safer |A busier street and around more people, first business I saw so like the local shops|openness|small shop|cars|A busier street and around more people, first business I saw so like the local shops|calm streets; apotheke; houses|quoet; cosy; community hub|a lot of people so a lot more problems|fairly safe where people seem to know each other|shops and cars near by|looks safe|looks ok, but highly built up area|slow traffic, narrow street|community; central; suburban; tidy; ",24,5,18,3.60,3.39,3.26,4.25,NULL,19,4,0
"POINT(974890.815 6471445.506)","0101000020110F000014AE47A155C02D41D34D6260C5AF5841",4,1582,35,4.0,2.6,2.27,0.77,0.92,1.36,2,3,"no amenities |a residential area, no place for shops|ugly|green; quiet|simple architecture, similar houses|wenig grün","residential|suburban; gardens; family area; well kept;|slow traffic, narrow street|houses|good visibilty; quiet|clean street; well kept vegetation|wohngegend",11,3,7,4.33,3.71,3.78,5.00,NULL,9,1,0
"POINT(974859.823 6471441.897)","0101000020110F0000894160A517C02D41B0726879C4AF5841",4,1581,34,2.9,2.5,2.00,0.94,1.21,0.36,3,4,"nice architecture|a residential area, no place for shops|colors|not pretty houses|doesn't loook that great but more developed|Looks really busy road","quiet, orderly place|kind of fast traffic, crossroads|cars|looks busy|looks okay|less visible road marking",11,3,8,3.67,2.63,3.11,2.00,NULL,9,2,0
"POINT(974285.972 6470926.464)","0101000020110F0000E7FBA9F19BBB2D410E2DB29D43AF5841",22,2184,35,3.5,2.7,2.94,0.80,0.92,0.82,3,4,"not too vibrant; not many shops or restaurants|houses|spaced out street; nice vibe; looks quiet|Unnatractive buildings, seems a mess| neutral|Industrial|old; run-down|not much going on|also less papulated ares|peace full area with less traffic noise","very safe; quiet; well lit|neighborhood;calm|peaceful looking; spaced out street|Unnatractive buildings, seems a mess|normal, standard|residential; people;|good; well lit; cameras|same as previous site more ennviorment friendly|Not too much congested ares so less people",17,11,6,3.27,4.00,3.57,3.33,NULL,14,3,0
"POINT(974280.747 6470920.274)","0101000020110F0000B4C8767E91BB2D414C37891142AF5841",22,2189,34,3.6,3.3,2.75,0.79,0.89,0.25,2,3,"colourful houses; trees;cycle lane|There is hedges in the highway and trees planted outside residential properties. |Green vegetation|Looks neither attractive or unattractive|Proximity to public transportation; |concrete; dull buildings|the houses and the road are in good shape|Different colours; trees and greenery","residential;cycle lane|Street lights, main road, business - indicates people around|Bike path; road signs; walking path|Looks safe, nothing threatening|Activity|wide; open; well lit|a lot of houses|More houses nearby; one side is train station",12,6,4,3.50,3.25,3.63,3.33,NULL,8,3,0
"POINT(973828.502 6470904.442)","0101000020110F0000DD24060109B82D415EBA491C3EAF5841",22,2207,16,3.1,2.4,3.29,0.90,0.53,0.71,2,1,"Ugly buildings; few trees|it seems to be an old area|greenery and |shops; hotel","Cars|there is no people there|open and fairly attractive|open",7,2,3,2.50,3.00,3.00,3.00,NULL,5,1,0
"POINT(973847.27 6470879.452)","0101000020110F0000A4703D8A2EB82D416891EDDC37AF5841",22,2206,17,3.3,2.6,3.00,1.04,1.06,0.62,3,3,"fancy hotel; greenery; good lighting. |industrial;dark;no green|concrete; lack of trees|ugly","camera's; important hotel; higher class business area|Hotel;shops;dark|busy; open|space",8,3,4,3.33,3.00,3.00,5.00,NULL,7,1,0
"POINT(973865.996 6470854.417)","0101000020110F000046B6F3FD53B82D41C520B09A31AF5841",22,2205,18,2.8,2.2,2.80,0.84,0.45,0.60,2,1,"Business centres aren't very attractive|the buildings is old|Ugly buildings; industrial","More sparse|the place is empty|Walking paths; cars",5,3,1,3.00,3.00,2.80,NULL,NULL,5,0,0
"POINT(973903.337 6470804.212)","0101000020110F000096438BAC9EB82D417368910D25AF5841",22,2203,20,2.8,2.0,2.80,0.45,1.00,0.80,1,2,"ugly buildings and road a mess|dull, uninspiring, boring|newer buildings|Ugly|ugly buildings","offices, adults, workers|busy area|Walking paths",5,2,3,2.50,3.00,2.75,3.00,NULL,4,1,0
"POINT(973884.124 6470828.909)","0101000020110F000091ED7C3F78B82D41560E2D3A2BAF5841",22,2204,19,2.8,2.1,3.25,0.71,0.64,0.62,2,2,"concrete; bad-roads|ugly|dul|very bland |the road is ugly","alleys; run-down;|sapce|buisness|bussinesses around the area|there's only shop so at night no one will be here",8,5,2,3.00,2.00,2.67,3.00,NULL,6,2,0
"POINT(973922.458 6470779.449)","0101000020110F0000DBF97EEAC4B82D417F6ABCDC1EAF5841",22,2202,21,2.8,2.2,3.80,0.84,1.10,0.60,2,3,"bland;commercial;boring|ugly buildings","space",5,3,1,2.67,2.00,2.50,NULL,NULL,4,0,0
"POINT(973941.392 6470754.59)","0101000020110F00005839B4C8EAB82D415C8FC2A518AF5841",22,2201,22,2.8,2.3,3.25,0.96,0.96,0.50,2,2,"dull, neutral, boring|Ugly buildings|ugly|modern architecture","workers, adults, professionals|Cars|clean; central",4,3,1,3.00,2.00,2.75,NULL,NULL,4,0,0
"POINT(973980.529 6470705.698)","0101000020110F00008716D90E39B92D413108AC6C0CAF5841",22,2199,24,2.8,2.2,3.09,0.75,0.60,0.64,2,2,"beter sidewalks; shops|grey, lack of greenery, cars, fencing|Trees; buildings|boring place|Train station;industrial;no green|neutral, work sites, bland|graffiti and ugly fence and building","there are a lot more bussinesses present; clearly divided foot trafic and car trafic.|near station, restaurant, wide roads, cars|Bike path; walking path|clear road, clear signs|main road, car users|grafitti",11,6,4,2.83,3.00,2.78,3.00,NULL,9,2,0
"POINT(973960.374 6470729.691)","0101000020110F000091ED7CBF10B92D411058396C12AF5841",22,2200,23,3.0,2.0,3.75,0.82,0.00,1.00,2,0,"ugly|bland industrial estate","space, people|better than further back, bit more life, less industrial",4,2,2,3.00,3.00,3.00,NULL,NULL,4,0,0
"POINT(974056.548 6470754.306)","0101000020110F0000BC749318D1B92D410681959318AF5841",22,2198,25,2.3,2.3,3.33,0.58,1.15,0.00,1,2,"big unsafe road; no houses; traintrack.",NULL,3,2,1,2.50,2.00,2.33,NULL,NULL,3,0,0
"POINT(974081.214 6470773.354)","0101000020110F00007368916D02BA2D419EEFA7561DAF5841",22,2197,26,2.8,2.5,3.50,0.41,0.84,0.33,1,2,"open spaces|Green trees|generic industrial buildings not attractive|greenery|neutral|ugly houses","wide roads|Walking paths|neutral place, open for visibility, supermarket nearby, no street lighting|business|workplaces, businesses, adults|space, other people",6,3,3,2.67,3.00,2.80,3.00,NULL,5,1,0
"POINT(974106.051 6470792.267)","0101000020110F000008AC1C1A34BA2D412B87161122AF5841",22,2196,27,3.1,2.8,3.30,0.99,0.79,0.30,3,2,"some trees|Unnatractive buildings, seems a mess|shops|ugly","no sign of vandalism etc|Unnatractive buildings, seems a mess|open; shops; crowds|It is a main road, street lighting and lots of shops around|space",10,4,4,3.00,3.00,3.14,2.50,NULL,7,2,0
"POINT(974130.87 6470811.162)","0101000020110F0000D7A370BD65BA2D413F355ECA26AF5841",22,2195,28,3.0,2.5,3.25,0.82,0.58,0.50,2,1,"Vegetation; buildings|very industrial, busy road|neutral","Cars|lots of shops|workplaces, businesses, adults",4,2,2,2.50,3.50,3.00,NULL,NULL,4,0,0
"POINT(974203.755 6470867.302)","0101000020110F0000295C8F82F7BA2D41CFF753D334AF5841",22,2192,31,2.8,2.5,2.83,0.75,0.55,0.33,2,1,"Average look to the buildings|the train rail|ugly buildings; no trees","Looks safe, plenty of buildings with open spaces|there's some houses but empty streets|large building plot;  no oversight",6,3,2,3.00,2.50,2.50,3.50,NULL,4,2,0
"POINT(974185.285 6470852.739)","0101000020110F00001F85EB91D2BA2D41A8C64B2F31AF5841",22,2215,30,3.2,2.4,2.50,0.79,1.17,0.80,2,4,"dull, neutral|ugly buildings|ugly buildings; vegetation|ugly;wires;lines;no colour|industrial|Public transport; boulevard; greenery","clean, tidy|Walking path; bike path|busy;overlooked;friendly|main road;busy|People around",10,7,3,3.14,3.33,3.00,4.00,NULL,8,2,0
"POINT(974155.871 6470829.78)","0101000020110F000046B6F3BD97BA2D411F85EB712BAF5841",22,2194,29,2.5,2.5,2.50,0.58,0.58,0.00,1,1,"industrial; trees|uyglu","not central|uhgly",4,2,2,2.50,2.50,2.50,NULL,NULL,4,0,0
"POINT(974228.637 6470886.026)","0101000020110F00002FDD244629BB2D41E7FBA98139AF5841",22,2191,32,3.0,2.8,3.33,0.63,0.41,0.17,2,1,"Trees|everything is near by","Walking path|easy access to the shops and busy area so less dangeours",6,3,2,2.67,3.50,3.00,3.00,NULL,4,1,0
"POINT(974254.371 6470903.543)","0101000020110F000046B6F3BD5CBB2D411283C0E23DAF5841",22,2190,33,2.9,2.6,2.71,0.69,0.98,0.29,2,3,"Unnatractive buildings, seems a mess|train|just a little plain|boring place, not good looking buildings, not a lot people","Unnatractive buildings, seems a mess|houses|look quite residential |clean walkpath, clear car lines",7,4,3,2.50,3.33,3.00,2.50,NULL,5,2,0
"POINT(973501.783 6470852.747)","0101000020110F00004260E5907BB52D4117D9CE2F31AF5841",22,2213,1,2.5,1.9,1.81,0.81,0.83,0.58,3,2,"abandoned block, makes it look untidy|bland;wide|Industrial|unmaintained;dull;old|isolated;industrial;old buildings;empty|not much stores, not much people, no attractive buildings.|ugly;grey;urban|no greenery really, looks very urban and highrises","abandoned block, looks uncared for|quiet;scary",21,9,8,2.44,2.25,2.33,3.50,NULL,18,2,0
"POINT(973522.765 6470877.902)","0101000020110F00007B14AE87A5B52D41355EBA7937AF5841",22,2224,2,2.3,1.9,2.00,0.82,0.74,0.40,2,2,"ugly buildings, all kinds of buildings|lot of concrete|High buildings|very plain and ugly buildings|grey;industrial|there are no buildings. it seems to be like a forest|buildings;work sites;fencing|there is not a lot to see, borring builings","space, cars, other people|slightly secluded|Walking paths|ugly looking area|ugly;quiet;empty|the place is empty|neutral",10,3,5,2.67,2.00,2.50,1.50,NULL,8,2,0
"POINT(973547.108 6470897.284)","0101000020110F0000A8C64B37D6B52D41560E2D523CAF5841",22,2223,3,2.4,2.0,1.70,0.97,1.05,0.40,3,3,"industry; patchy road|ugly|the place is so bad. there is only trees and empty places for crimes and robbery|looks relaxed; nice vibe|industrial","cars|it is empty of people and crowd|spaced out; quiet",10,3,5,2.67,2.40,2.22,4.00,NULL,9,1,0
"POINT(973571.803 6470916.319)","0101000020110F0000E5D0229B07B62D41FA7E6A1441AF5841",22,2222,4,2.7,1.9,1.71,0.95,0.38,0.85,3,1,"cars;urban|Green trees; ugly buildings|grey|not much greenery|no beautiful buildings or constructions","isolated|Walking paths|space, other people|slightly secluded again|no houses or people it looks like a desert",7,2,2,3.00,2.50,2.67,3.00,NULL,6,1,0
"POINT(973596.559 6470935.305)","0101000020110F00007D3F351E39B62D41B81E85D345AF5841",22,2221,5,2.8,2.0,2.73,0.87,0.89,0.82,3,3,"ugly|the view is not good |ugly looking streets|existing firms","it looks like an industrial area no houses or people  |open",11,3,5,2.67,3.00,2.67,3.00,NULL,9,1,0
"POINT(973621.051 6470954.665)","0101000020110F000008AC1C1A6AB62D41295C8FAA4AAF5841",22,2220,6,2.6,2.1,2.25,0.52,0.99,0.50,1,3,"Ugly buildings; not much vegetation|concrete|ugly buildings|block buildings; not a lot of green; industrial|the view is so bad|ugly modern buildings|Redefined streets","Walking paths|secluded|space|seems to be a verry remote location. i would not like to be her at night.|no houses or constructions|quiet|resindencial",8,3,3,2.67,2.67,2.63,NULL,NULL,8,0,0
"POINT(973645.365 6470974.236)","0101000020110F0000AE47E1BA9AB62D41BE9F1A8F4FAF5841",22,2219,7,2.7,2.0,2.09,0.65,0.63,0.73,2,2,"some greenery|industrial; patchy road|very basic and industrial|industrial|workplaces, uneventful|industrial","pleasant area|residences; green; security fences|mostly industrial, few people around|Industrial;gated;dark|workplaces, uneventful",11,4,5,2.75,2.80,2.56,3.50,NULL,9,2,0
"POINT(973669.646 6470993.777)","0101000020110F00001283C04ACBB62D41355EBA7154AF5841",22,2218,8,2.3,1.9,2.22,0.87,0.60,0.44,2,2,"concrete; no trees|concrete|industrial|the color of the road |Ugly buildings|ugly|the view is bad","industrial buildings; foot traffic|secluded|not a public place, too quiet|there's no houses |Walking paths|space|the place seems to be an industrial area",9,4,2,2.75,2.00,2.25,3.00,NULL,8,1,0
"POINT(973809.846 6470929.494)","0101000020110F000079E926B1E3B72D412DB29D5F44AF5841",22,2208,15,3.3,2.8,3.44,0.87,1.09,0.55,2,3,"There are lots of buildings but lots of trees and plants too |Hotel building|ugly|industrial","It seems to be busy area with lots of car s parked along the path|Hotel|space",9,3,4,3.33,3.00,3.33,NULL,NULL,9,0,0
"POINT(973790.968 6470954.39)","0101000020110F00002DB29DEFBDB72D418FC2F5984AAF5841",22,2209,14,3.0,2.4,3.00,1.00,1.14,0.60,2,3,"ugly|the buildings are good|buildings; few trees|dull, uneventful, neutral","there are alot of markets and some houses |Cars|workplaces, offices, professionals",5,3,1,3.00,2.00,3.00,NULL,NULL,5,0,0
"POINT(973772.234 6470979.369)","0101000020110F000017D9CE7798B72D412DB29DD750AF5841",22,2210,13,2.8,2.4,2.60,1.10,0.55,0.40,2,1,"ugly","space",5,3,1,3.33,2.00,2.50,4.00,NULL,4,1,0
"POINT(973736.756 6471030.405)","0101000020110F0000986E128351B72D411F85EB995DAF5841",22,2212,11,2.8,1.9,2.17,0.75,0.51,0.83,2,2,"industrial|Uninteresting place; few things to be doing; little greenery|ugly buildings|all ugly new buildings|urban;industrial;boring","not in the center|Not that many people around; |industry, no houses|lots of camaras and people about",12,4,6,2.75,2.83,2.80,2.00,NULL,10,1,0
"POINT(973753.654 6471004.415)","0101000020110F00008716D94E73B72D41295C8F1A57AF5841",22,2211,12,2.9,1.9,2.25,0.83,0.83,1.00,2,2,"Ugly buildings|Boring; grey buildings|plain buildings little greenery|the view is not good|commercial;offices|dull, neutral, unexciting, uninspiring","Cars|thare are a lot of cars and then a lot of people living there|wide;boring;dull|professionals, offices",8,5,2,2.80,2.50,3.00,2.00,NULL,7,1,0
"POINT(973694.007 6471013.386)","0101000020110F000006819503FCB62D415839B45859AF5841",22,2217,9,2.1,2.1,2.29,0.69,0.69,0.00,2,2,"Dull buildings, lots of parked cars, nothing colourful or natural.|neutral, clean, tidy, dull|grey; cars; industrial|high buildings; lots of parked cars","No reason to feel threatened.|workplaces, professional, clean, tidy|cars, no one around|lots of cars around",7,3,3,2.67,1.67,2.00,3.00,NULL,6,1,0
"POINT(973718.465 6471032.648)","0101000020110F0000E17A14EE2CB72D41FED478295EAF5841",22,2216,10,2.6,2.0,2.00,0.79,0.95,0.58,3,3,"industrial|Industrial zone|business, commercial buildings, |industrial;warehouse|business retail area|looks clean|more attractive street furniture|industrial;boring;dull|the view is not good but still not bad|grey, shabby, bare, cars|Ugly buildings","off main area, isolated|Lots of cars; no zebra crossing; cars parked on sidewalks|industrial;empty;|not pedestrian friendly|Open area|somewhat busy street|industrial;busy;overlooked|there are a lot of empty areas|cars, industrial area, seedy|Walking paths",12,5,6,2.60,2.50,2.58,NULL,NULL,12,0,0
"POINT(970399.791 6467511.742)","0101000020110F0000B6F3FD943F9D2D4191ED7CEFEDAB5841",3,1558,15,3.6,3.5,2.18,0.93,0.62,0.12,3,2,"greenness; residential|has green areas, places to rest and a park|spacious; nature; clear traffic|bland; boring|trees;open;|Not a lot of shops |parks around|road; houses","greenness; residential|residential; open|Walkways and park separated from traffic|residential; spacious cross way; clean; clear traffic signs|residential; space; trees|kept road;clean;open|Seems like a calm reseidntial area|an open area but proably not safe at night|open",17,7,9,3.29,3.78,3.50,3.75,NULL,12,4,0
"POINT(970385.946 6467483.303)","0101000020110F0000AC1C5AE4239D2D411D5A64D3E6AB5841",3,1551,16,3.3,2.9,2.29,1.11,0.69,0.43,3,2,"visibility old walls; ugly streetart; bare bushes|Nice buildings, greenery|no shops around|trees; residential; traffic; graffiti; clutter|greeny, housing look ok|populated; trees; colorful","residential area; good visibility; spacious road; neat parking|Wealthy area|Cars|lots of houses around|traffic; graffiti|doesn't look safe at night while walking alone since there wouldn't be a lot of people to help|populated; buildings",7,2,5,2.00,3.80,3.33,3.00,NULL,6,1,0
"POINT(970369.922 6467456.705)","0101000020110F00004E6210D8039D2D4152B81E2DE0AB5841",3,1552,17,3.6,3.6,2.43,0.79,0.98,0.00,2,3,"nature, nice architecture, broad street|trees|Mature trees, apartment blocks set back from the street. |cars","spacious, residential area, streetlights|street lighting|Wide pavements, residential area, clean , no gangs of people|constructions",7,2,5,3.50,3.60,3.40,4.00,4.00,5,1,1
"POINT(970380.113 6467536.268)","0101000020110F0000D122DB39189D2D4179E92611F4AB5841",3,1559,14,3.0,2.7,1.67,1.00,0.58,0.33,2,1,"park; nature; car density|Green trees","narrow parking; narrow street; clean; residential area|Lots of cars, narrow roads",3,1,2,2.00,3.50,2.50,4.00,NULL,2,1,0
"POINT(970361.365 6467561.377)","0101000020110F0000AE47E1BAF29C2D419CC42058FAAB5841",3,1560,13,3.5,3.4,2.60,0.85,0.84,0.10,2,3,"spacious; building on left blocks view; park; clean|spacious, building on left blocks view, park, clean|spacious; building on left blocks view; park; clean|parkland; trees; vegetation; mid-rise buildings","good visibility; nature; spacious|good visibility, nature, spacious|good visibility; nature; spacious",10,3,7,3.33,3.57,3.38,4.00,NULL,8,2,0
"POINT(970355.44 6467428.97)","0101000020110F000014AE47E1E69C2D41E17A143ED9AB5841",3,1553,18,4.2,3.7,2.50,0.75,0.82,0.50,2,2,"Not the best placec for business because only houses|trees; nice houses; wide street|nature; clean|greenness; residential|Green places","Really calm area with houses|high quality housing; little graffiti; sightlines; parking|road signs; spacious; residential area; nature; gated communities|greenness; residential|Cars",6,2,3,3.50,4.33,4.00,4.00,NULL,4,1,0
"POINT(970341.579 6467400.921)","0101000020110F000021B07228CB9C2D41FCA9F13AD2AB5841",3,1554,19,4.3,3.7,1.80,0.67,0.67,0.60,2,2,"clean; lots of green; cosy|low-rise; greenery; footpaths|clean; lots of green; cosy|Just street and parkinglots","nice houses|houses in good condition; good visibility; spacious road; clean|Residential; lighting|houses in good condition; good visibility; spacious road; clean|Small Houses|residential; wealthy; maintained",10,2,8,4.00,4.38,4.00,5.00,NULL,7,3,0
"POINT(970313.891 6467344.9)","0101000020110F0000E92631C8939C2D419A999939C4AB5841",3,1556,21,3.6,2.8,2.20,0.89,0.84,0.80,2,2,"ice urban street with good houses and building conditions|no shops around|higher blocks of housing ; perhaps too dense populated ","nice urban street with good houses and building conditions, cars parked outside|nice houses|good visibility ; residential area ; clean",5,2,3,3.50,3.67,3.60,NULL,NULL,5,0,0
"POINT(970327.862 6467372.812)","0101000020110F0000621058B9AF9C2D41D9CEF733CBAB5841",3,1555,20,3.8,3.4,2.20,0.45,0.55,0.40,1,1,"nature ; neat parking ; housing in good condition|Green trees, nice buildings|nothing stands out|Average housing, some vegetation","residential ; densely populated ; good visibility ; clear traffic|Cars, walking paths|residential area|Residential but looks quiet",5,4,1,3.75,4.00,3.67,4.00,4.00,3,1,1
"POINT(970295.574 6467305.001)","0101000020110F0000F853E3256F9C2D414E621040BAAB5841",3,1570,22,3.8,3.5,2.50,0.41,0.55,0.33,1,1,"lots of nature ; pretty cars ; clean ; spacious street ; housing in good condition and nice colors|residential area|Green trees; nice buildings|lots of nature ; pretty cars ; clean ; spacious street ; housing in good condition and nice colors","residential area ; gated communities ; clean street ; neat parking ; good visibility|quiet street|Walking paths; parking spaces|residential area ; gated communities ; clean street ; neat parking ; good visibility",6,2,4,3.50,4.00,3.80,4.00,NULL,5,1,0
"POINT(970281.504 6467277.191)","0101000020110F0000BA490C02539C2D411058394CB3AB5841",3,1569,23,4.2,3.8,2.17,0.75,0.75,0.34,2,2,"greenness; residential|greenery; footpaths; uncluttered parking; attractive low rise buildings|Nice houses, plants, seems quiet there|bright colored housing ; clean ; cobble side road ; lots of diversity in nature","greenness; residential|LIghting; footpaths; residential; clean|Cal area, not much traffic, walkways separated from traffic|lots of nature ; cobble stones ; nice architecture ; bright colored housing ; residential",6,2,3,3.50,4.33,3.67,4.50,NULL,3,2,0
"POINT(970263.981 6467251.566)","0101000020110F0000CBA145F62F9C2D41105839E4ACAB5841",3,1568,24,3.5,3.0,2.50,0.71,0.00,0.50,1,0,"high trees; spacious; clean ; nice architecture ; good condition housing|Green trees","good visibility; clean; residential area; nature|Waking paths; Cars",2,1,1,3.00,4.00,3.50,NULL,NULL,2,0,0
"POINT(970242.925 6467228.635)","0101000020110F00009A9999D9059C2D410AD7A328A7AB5841",3,1567,25,3.0,3.0,2.00,0.00,0.00,0.00,0,0,"less trees ; still clean and spacious","good visiblity ; street light ; broad street",3,1,2,3.00,3.00,3.00,NULL,NULL,3,0,0
"POINT(970082.308 6467062.43)","0101000020110F00000E2DB29DC49A2D41B81E859B7DAB5841",3,1548,36,3.3,3.3,3.50,0.50,0.96,0.00,1,2,"Trees; Cobblestone|Other businesse in the area|ugly buildings ahead ; no trees on left side ; less dense nature","Bike lanes; Speed signs|Calm with little buldings|good visibility ; low car speed ; residential",4,1,3,3.00,3.33,3.25,NULL,NULL,4,0,0
"POINT(970101.353 6467037.697)","0101000020110F00007F6ABCB4EA9A2D41E3A59B6C77AB5841",3,1549,37,4.0,3.1,3.00,0.59,0.68,0.89,2,2,"new buildings; good cars|quiet; new; clean; leafy|neighborhood with greenery |nice buildings; green places|new buildings; leafy|Some vegetation; High buildings|bare buildings ; less apealing architecture ; less nature ; buildings rise higher than green|bare buildings ; less apealing architecture ; less nature ; buildings rise higher than green|buildings|new; clean; leafy|bare buildings ; less apealing architecture ; less nature ; buildings rise higher than green|still green areas","modern; clean; plants; new; |It looks like a quiet, leafy area|quiet; new; leafy|park, light trafic|residential area|leafy; modern; clean|Cars; Walking paths|Wide pavements, well maintained residential area. |residential ; good visibility ; enough room to walk ; one direction car traffic|residential ; good visibility ; enough room to walk ; one direction car traffic|quiet road|modern; clean|residential ; good visibility ; enough room to walk ; one direction car traffic|slow/calm traffic area",18,5,13,3.40,4.23,3.82,4.29,NULL,11,7,0
"POINT(970020.814 6467121.136)","0101000020110F0000A69BC4A0499A2D415839B4488CAB5841",3,1546,34,3.9,3.6,1.75,0.83,1.41,0.25,2,4,"green|Nice park, trees, places to rest|green|lots of trees; spacious|advertisement board ; but clean and dense nature|Grass; Cobblestone|large green area|advertisement board ; but clean and dense nature","parc and police|Calm, slow traffic arey, walking ways distant from traffic|residential area|quiet ; clean ; residential ; peaceful|Cars|residential; quiet|quiet ; clean ; residential ; peaceful",8,3,5,4.00,3.80,3.71,5.00,NULL,7,1,0
"POINT(970017.992 6467134.249)","0101000020110F00008B6CE7FB439A2D41B29DEF8F8FAB5841",3,1574,33,3.6,3.3,2.80,0.70,1.06,0.30,2,3,"courtyard; cobbles; trees; centered; amenities|greeny, parks looks nice|road; houses: trees|less nature density ; commercials ; more traffic signs|park; trees|okay looking","open; courtyard; community; residential; maintained|looks normal to me, neither unsafe or super safe|good looking;|good visibility ; clear road signal |park; trees; light|street looks clean and peaceful ",10,5,5,3.60,3.60,3.44,5.00,NULL,9,1,0
"POINT(970070.444 6467184.251)","0101000020110F0000CFF753E3AC9A2D414E6210109CAB5841",3,1580,32,4.3,4.3,3.43,0.49,0.49,0.00,1,1,"charming cobbles ; spacious ; sunny ; green|Mature trees, green spaces, residential buildings set back from the street|charming cobbles ; spacious ; sunny ; green|green|Trees; Cobblestone |greenness; residential; openness; park","seems quiet ; centre space with green ; few cars ; bidirectional bike lane ; spacious|Wide streets, no graffiti, residential area no gangs of people|seems quiet ; centre space with green ; few cars ; bidirectional bike lane ; spacious|wealthy|Bike lane; Speed signs|greenness; residential; openness; park",7,1,5,4.00,4.20,4.17,NULL,NULL,6,0,0
"POINT(970082.642 6467173.019)","0101000020110F00005839B448C59A2D41C74B374199AB5841",3,1573,31,4.3,3.9,2.81,0.58,0.77,0.31,2,2,"greenery; park; transport; smart; clean|places to rest, nice trees|colorful; buildings; park|park;|looks nice, nice street|Proximity with a park and open spaces |houses and green area|some bare spots without trees ; cobble road ; bright houses|a square with a garden","Lighting; taxis; clean|slow traffic area, walking area seprated from traffic|people; populated|open-area; residential;|Small Houses, around little Park|Little houses near a park|residential area|transportation options ; good visibility ; residential area|nice houses around",16,5,11,4.20,4.27,4.15,4.67,NULL,13,3,0
"POINT(970059.433 6467083.199)","0101000020110F00000E2DB2DD969A2D417F6ABCCC82AB5841",3,1547,35,4.0,3.9,2.64,0.45,0.30,0.09,2,1,"park area ; houses not too tall ; nice architecture ; colorful|park area ; houses not too tall ; nice architecture ; colorful|Thr green space|community; shared space; trees; vegetation; benches; parkland","quiet ; residential ; passengers ; park area ; lots of green ; street lights|quiet ; residential ; passengers ; park area ; lots of green ; street lights|Minimal traffic, overlooked from all directions|sightlines; green space; parking; amenities",11,5,6,4.00,4.00,3.86,4.33,4.00,7,3,1
"POINT(970141.028 6467120.157)","0101000020110F00001904560E3A9B2D41BA490C0A8CAB5841",3,1575,30,4.0,4.0,3.30,0.67,0.67,0.00,2,2,"trees;open;clean|small park|greenery, sunlight, cobblestones|cobble stones ; open space ; decent architecture|greenness; residential; openness; park|Cobblestone roads; High buildings|park; pathway","signs;kept road; sidewalk|the presence of houses |bright, park, clean|residential ; open space ; person walking|greenness; residential; openness; park|Stop sign; Walking path|park; calm streets",10,5,4,3.60,4.25,3.86,4.00,NULL,7,2,0
"POINT(970205.669 6467188.038)","0101000020110F0000022B8756BB9B2D418D976E029DAB5841",3,1578,27,3.4,4.0,2.60,0.55,0.71,0.60,1,2,"No other businesses|dense nature ; high trees ; small park area on the right ; clean parking|lots of trees","Calm area with threes and little buldings|residential area ; seems quiet ; spacious road",5,2,3,3.50,3.33,3.40,NULL,NULL,5,0,0
